School Name,Address,Phone number,Details
Little Angel Nursery School,"Kanchan Ganga Society Building, Kondhwa Road, Bibvewadi   Pune - 411037, Maharashtra, India","9765312718, 9372427088",Play - Nursery Private School Co-Educational School 
Little Angel Public High School,"Pimple Gurav Main Road, Pimple Gurav   Pune - 411061, Maharashtra, India",9850777280,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Little Angel's Nursery - Bibwewadi,"508, Kanchan Ganga Society, Part 1, Near Zhala Complex, Bibwewadi-Kondhwa Road   Pune - 411037, Maharashtra, India","9765312718, 9372427088, 9028382527",Play - Nursery Private School Co-Educational School Established in 2006 
Little Angel's Nursery - Jambhulwadi,"Dattanagar Jambhulwadi Road, Lipane Wasti, Landmark-Next to Bliss Coast   Pune - 411046, Maharashtra, India","9028382527, 9765312718, 9372427088",Play - Nursery Private School Co-Educational School Established in 2006 
Little Angel's Nursery - Katraj,"Behind Katraj Dudh Dairy, Near Rajaram Gas Agency Lane, 
 Narayanidham Mandir, 2nd Floor   Pune - 411046, Maharashtra, India","7767998831, 8390543408, 9765312718, 9372427088",Play - Nursery Private School Co-Educational School Established in 2006 
Little Angels Playgroup and Nursery,"2, Abhilasha Society, Sudarshan Nagar, Near Parijat Ban, Chinchwad   Pune - 411033, Maharashtra, India",9545763705,Play - Nursery Private School Co-Educational School 
Little Angels School,"Sr. 27/1, Ahura Bldg., N.I.B.M., Undri Road, Near State Bank of India   Pune - 411048, Maharashtra, India",-1,Private School Co-Educational School 
Little Bambini Preschool and Day Care Centre,"Row House No. 8, BBC Elite Classic Building, Graficon Paradise, NIBM Road   Pune - 411048, Maharashtra, India",9595778062,Play School Private School Co-Educational School 
Little Bee Preschool and Daycare,"Mathew Villa, Sai Nagari, Colony No. 3, Alandi Road, Near Sai baba Mandir
Wadmukhwadi, Charholi Budruk, Wadmukhwadi   Pune - 412105, Maharashtra, India",7588822210,Play - Kindergarten Private School Co-Educational School 
Little Big World,"057, Maharashtra, India",9820064498,Play - Nursery Private School Co-Educational School 
Little Champs English Medium School,"Telco Colony No. 3, Tinhewadi Road, Rajgurunagar   Pune - 410505, Maharashtra, India",(02435)-222105,Nursery - Class VI Private School Co-Educational School 
Little Einsteins - Hadapsar,"Tupe Bungalow, Opp. DSK Sunderbans, Phase 1,
Behind Amanora Mall, Hadapsar   Pune - 411028, Maharashtra, India",9890660011,Play - Nursery Private School Co-Educational School 
Little Einsteins - Keshav Nagar,"Lonkar House, Bungalow 3-B, Sr. No. 31/1/3, Lonkar Vasti, Keshavnagar, Mundhwa
   Pune - 411036, Maharashtra, India",9527662266,Play - Nursery Private School Co-Educational School 
Little Einsteins - Nigdi,"Plot No. 343, Sonia Housing Society, Yamunanagar,
Sector 21, Nigdi, Opp. Infant Jesus Church   Pune - 411044, Maharashtra, India",7387999303,Play - Nursery Private School Co-Educational School 
Little Einsteins - Ravet,"Supushpa Building, Plot No. 409, Sector 29, Near Sahara Apartment, Ravet Pradhikaran   Pune - 412101, Maharashtra, India","9552549460, 9850249460",Play - Nursery Private School Co-Educational School 
Little Elly - Baner,"Sairam Bungalow, Lane 8, Veerabhadra Nagar, Baner   Pune - 411045, Maharashtra, India",9970857325,Play - Kindergarten Private School Co-Educational School 
Little Elly - Bavdhan,"63, ""Geetai"", Sagar Society, Lane Opp. Bank of Maharashtra   Pune - 411021, Maharashtra, India",8308331700,Play - Kindergarten Private School Co-Educational School 
Little Explorers Preschool,"Plot 8, Lane 7-F (Vishrantwadi Airport Road), Turn Right After Vidyanagar Last Bus Stop, Tingrenagar   Pune - 411032, Maharashtra, India",7972954740,Nursery - Kindergarten Private School Co-Educational School 
Little Flower English Medium School,"31, Ganpati Chowk, Old Sangvi   Pune - 411027, Maharashtra, India",9922820585,High Secondary School Private School Co-Educational School Established in 1996 
Little Flower Nursery School,"Survey No. C3/7, Mahesh Society Chowk, Indira Nagar, Bibwewadi   Pune - 411037, Maharashtra, India",(020)-24412939,Play - Nursery Private School Co-Educational School 
Little Flower School,"Sector No. 5, Pratik Nagar, Pratik Nagar Chowk, Near Bhaji Market, Airport Road, Pune Nagar Road, Yerawada   Pune - 411006, Maharashtra, India",(020)-26688377,Play - Nursery Private School Co-Educational School 
Little Flowers Nursery,"Swamiraj Vihar, Anand Nagar   Pune - 411051, Maharashtra, India",9011001667,Play - Nursery Private School Co-Educational School 
Little Genious Preschool,"Shama Manzil Lane No. 10, Near Quba Masjid, Mitha Nagar-Kondhwa Khurd   Pune - 411048, Maharashtra, India","8411049993, 8180804955",Play - Nursery Private School Co-Educational School 
Little Harvard's Preschool,"United Athena Bungalow No. 1, Survey No: 20, Village Undri, Taluka: Haveli   Pune - 411028, Maharashtra, India",9881577878,Play - Nursery Private School Co-Educational School 
Little Hearts School,"Sasane Nagar, Hadapsar   Pune - 411028, Maharashtra, India",9890911344,Play - Nursery Private School Co-Educational School 
Little Kingdom Nursery School,"Mont Vert, Before Relience Fresh, Sus Road, Pashan   Pune - 411021, Maharashtra, India",9850494604,Play - Nursery Private School Co-Educational School 
Little Lamb Daycare,"Hariprasad Society,Bldg No.C-3, Near IDBI Bank, Airport Road Vishrantwadi, Vishrantwadi   Pune - 411015, Maharashtra, India",9604642389,Play School Private School Co-Educational School 
Little Lambs Nursery School,"No. 6, Sahaney Sujan Park, Lulla Nagar   Pune - 411040, Maharashtra, India","7709041386, 9833158555",Play - Nursery Private School Co-Educational School 
Little Liebling Preschool and Daycare,"No. 18, Wakad Road, Vishal Nagar, Pimple Nilakh, Aundh Camp   Pune - 411027, Maharashtra, India","9970659502, 9822485512",Play - Nursery Private School Co-Educational School 
Little Lollipops,"Row House No. 17, Bhagyasheela Society, Near Bakers Point, Nibm-Kondhwa Khurd   Pune - 411048, Maharashtra, India",(020)-39636382,Play - Nursery Private School Co-Educational School 
Little Millennium  - Baner Annex,"Row House No.  C1,C2, Gulmohar Housing Society, 
Near Pinewood Society, Behind Bitwise Solution Pvt. Ltd.   Pune - 411003, Maharashtra, India","7083708338, 9960595563",Play - Nursery Private School Co-Educational School 
Little Millennium - Amanora,"Aryan Heights, Behind Amanora Civic Center, Near Kumar Picasso   Pune - 411028, Maharashtra, India","8806999934, 8806999937, 9673510777",Play - Nursery Private School Co-Educational School 
Little Millennium - Aundh,"Bunglow No. 7, Saket Society, Opp. Central Bank of India, 
DAV School to Medipoint Hospital Road   Pune - 411007, Maharashtra, India",9860573383,Play - Nursery Private School Co-Educational School 
Little Millennium - Balewadi,"Row House No. D1, Plot No. 45 and 46, S.No. 33/1/15, Near Mitcon International School   Pune - 411045, Maharashtra, India",9766909522,Play - Nursery Private School Co-Educational School 
Little Millennium - Balewadi Phata,"Bungalow No. 1, ""Sukalp"", Opposite Orchid School, Lane Next to Central Bank of India, Balewadi Phata, Baner Road   Pune - 411045, Maharashtra, India",-1,Play - Nursery Private School Co-Educational School 
Little Millennium - Bavdhan,"Lane# 5 Sagar Co-Operative Housing Society, Bavdhan   Pune - 411021, Maharashtra, India",7875499944,Play - Nursery Private School Co-Educational School 
Little Millennium - Chinchwad,"Madhumalti, Besides Lohade Hospital, Near KSB Chowk, Chinchwad   Pune - 411021, Maharashtra, India",9373330968,Play - Nursery Private School Co-Educational School 
Little Millennium - Dighi,"S.No. 3, Gaikwad Nagar, Near Deep Maya Engineering, Dighi   Pune - 411015, Maharashtra, India","9689777007, 8888009333, 9890013001",Play - Nursery Private School Co-Educational School 
Little Millennium - Hinjewadi,"S.No. 15/1/1, Jail Park, Vinode Vasti, Opp. Hotel Orritel, Wakad, Hinjewadi Road   Pune - 411033, Maharashtra, India","9373311515, 9822352470",Play - Nursery Private School Co-Educational School 
Little Millennium - Indrayani Nagar,"Shree Swami Samarth', Plot No. 81/9/5, Sector 7, Indrayaninagar, Bhosari   Pune - 411026, Maharashtra, India","8484975300, 9604309634",Play - Nursery Private School Co-Educational School 
Little Millennium - Kalyani Nagar,"Plot No. 64, Bunglow No. 2, Lane No. 13, Kalyani Nagar   Pune - 411006, Maharashtra, India",9145500060,Play - Nursery Private School Co-Educational School 
Little Millennium - Kharadi,"Plot No.8, Survey # 7/3, Triveni Co-op. Housing Socieyt, Zensar Lane, Next to Reliance Mart, Kharadi   Pune - 411014, Maharashtra, India","9892528201, 8055512982",Play - Nursery Private School Co-Educational School 
Little Millennium - Koregaon Park,"Row House 3, Gold Field Enclave Co-Operative Housing Society, South Main Road, Koregaon Park   Pune - 411001, Maharashtra, India",9158997066,Play - Nursery Private School Co-Educational School 
Little Millennium - Lavasa,"Portofino Apartment- SB 6, Unit AAA-8,
Flat No. B-101, Portofino Street, At Post- Dasve Lavasa   Pune - 412112, Maharashtra, India",9028001492,Play - Nursery Private School Co-Educational School 
Little Millennium - Lohegaon,"Porwal Road, In front of Torna Restaurant, Lohgaon   Pune - 411047, Maharashtra, India",7768904235,Play - Nursery Private School Co-Educational School 
Little Millennium - Manjri,"Row House #21, J.P. Homes, Opp. Manjri Greens/ Bharat Petroleum, Solapur Road, Manjri   Pune - 412307, Maharashtra, India",9923600085,Play - Nursery Private School Co-Educational School 
Little Millennium - Market Yard,"Usha Moti, Plot No. 473, Above Naya Bazar, Salisbury Park, Maharishi Nagar
   Pune - 411037, Maharashtra, India","9762499801, 8805317816",Play - Nursery Private School Co-Educational School 
Little Millennium - Moshi Pradhikaran,"E- 1, Pragati Empire, Plot No. 85B,
Sector 9, Santnagar, Near Jal Vayu Vihar & Culture Crest Aptt., Moshi Pradhikaran   Pune - 412105, Maharashtra, India",9987004104,Play - Nursery Private School Co-Educational School 
Little Millennium - Pimple Gurav,"RH No. 2, Shivram Nagar, Near Ramkrishna Mangal Karyalay and St. Thomas Church, Pimple Gurav   Pune - 411061, Maharashtra, India","8446442626, 7841813526",Play - Nursery Private School Co-Educational School 
Little Millennium - Pimple Saudagar,"Sayali Park Lane 1, Opp. Ganpati Mandir, Near Radhika Electronics Rahatani Pimpri-Chinchwad   Pune - 411017, Maharashtra, India",9371065701,Play - Nursery Private School Co-Educational School 
Little Millennium - Pragati Gardens,"Sr. No. 54/1/18, Pragati Gardens, Badhe Wasti, Mundhwa   Pune - 411036, Maharashtra, India",8668226273,Play - Nursery Private School Co-Educational School 
Little Millennium - Rahatani,"Shri Ram Krishna Nivas, Opp. Ulhas Kokane Bungalow, 
Rahatani Main Road, Near Metro Hospital, Rahatani   Pune - 411017, Maharashtra, India","7447799757, 9657711716",Play - Nursery Private School Co-Educational School 
Little Millennium - Salunke Vihar,"Row House No. 3. Butte Patil Garden, Near ABC Farm, 
Salunke Vihar Road, Kondhwa   Pune - 411048, Maharashtra, India","9168186513, 9168186146",Play - Nursery Private School Co-Educational School 
Little Millennium - Sanjay Park,"Emmanuel Royale Homes, Plot No. 146-147, S.No. 234/A, Sanjay Park, Airport Road   Pune - 411032, Maharashtra, India",9423505674,Play - Nursery Private School Co-Educational School 
Little Millennium - Sant Nagar,"Ramtulai, Bunglow No. 34, Sant Nagar, Swami Vivekanand Society, Aranyeshwar   Pune - 411009, Maharashtra, India",8055151143,Play - Nursery Private School Co-Educational School 
Little Millennium - Somatane Phata,"934, Chaurai Nagar, Behind Emirates Hills Society, Somatane Phata,Talegaon Dabhade   Pune - 410506, Maharashtra, India",9823390904,Play - Nursery Private School Co-Educational School 
Little Millennium - Susgaon,"Vidya Valley Road, Opp. Samarth Heights, Susgaon   Pune - 411021, Maharashtra, India","9307801982, 9307803516",Play - Nursery Private School Co-Educational School 
Little Millennium - Talegaon,"P. No. 234, Manohar Nagar, Near Agesis LPG Pump, Talegaon Dabhade   Pune - 410507, Maharashtra, India",8007949595,Play - Nursery Private School Co-Educational School 
Little Millennium - Vadgaon Shri,"Survey No. 51, Plot No. 26, Gharkul Society, Near Ganesh Mandir, 
Behind Bollywood Multiplex, Vadgaon Sheri   Pune - 411014, Maharashtra, India",7350574945,Play - Nursery Private School Co-Educational School 
Little Millennium - Viman Nagar,"B 1, Showroom No. 1, Camelot Royale, Next to Lunkad Daffodils Bust Stop, Viman Nagar
   Pune - 411014, Maharashtra, India","8888049458, 9822522124",Play - Nursery Private School Co-Educational School 
Little Millennium - Vishal Nagar,"S.No. 24/3, Mayur Bungalow, Hind Chowk, Behind Krishna Medical Store, New DP Road, Vishal Nagar, Pimple Nilakh   Pune - 411027, Maharashtra, India",7218906267,Play - Nursery Private School Co-Educational School 
Little Millennium - Wagholi,"1356/1, BAIF Road, A/p Wagholi, Tal- Haveli   Pune - 412207, Maharashtra, India",9860196344,Play - Nursery Private School Co-Educational School 
Little Millennium - Wakad,"Manker Empire, Kaspate Wasti, Wakad   Pune - 411057, Maharashtra, India",9673661367,Play - Nursery Private School Co-Educational School 
Little Millennium - Wakad 2,"Emerald Ph-II B, S.No. 172/3/2, Near Dominos, Opp. Pristine Prolife Phase-2, Behind Latitude Tower, Wakad   Pune - 411057, Maharashtra, India","8390019450, 8411927373",Play - Nursery Private School Co-Educational School 
Little Millennium - Wanowrie,"A6/A9, Anusuya Enclave, Jagtap Chowk, Wanowrie   Pune - 411040, Maharashtra, India","9923051679, 9579770806",Play - Nursery Private School Co-Educational School 
Little Millennium - Yogi Park,"Cinderella Bunglow, Yogi Park, Baner
   Pune - 411045, Maharashtra, India",8007773197,Play - Nursery Private School Co-Educational School 
Little Miracles Day Care,"Kids Kingdom, Behind Reliance Fresh, Kharadkar Nagar, Vadgaon Sheri   Pune - 411014, Maharashtra, India","9860391433, 8275042626",Play - Nursery Private School Co-Educational School 
Little Nest Day Care and Preschool,"Katraj Kondhwa Road, Bungalow No.14, Anita Residency, Katraj   Pune - 411046, Maharashtra, India",9881951975,Play - Nursery Private School Co-Educational School 
Little Rock High School,"600, Guru Datt Society, Near Hotel Khushbu, Pune Satara Road, Balaji Nagar, Dhankawadi   Pune - 411043, Maharashtra, India",9850935015,High Secondary School ICSE/ISC Board Private School Co-Educational School 
Little Sprouts Preschool - Dhanori,"Sr. No. 262, Khese Park, Pokmal Road, Behind Khalsa Dairy, Jakat Naka, Dhanori   Pune - 411032, Maharashtra, India",9637073733,Play - Nursery Private School Co-Educational School 
Little Sprouts Preschool - Koregaon Park,"Row House No. 3, Gold Field Enclave, South Main Road, 
Near Bombay Bungalow, Koregaon Park   Pune - 411001, Maharashtra, India",9637073733,Play - Nursery Private School Co-Educational School 
Little Sprouts Preschool - Vishrantwadi,"Row House No. 1, Arun Park, Kasturba Housing Society, 
Near Samrudhhi Restaurant, Tingre Nagar, Vishrantwadi   Pune - 411015, Maharashtra, India",9637073733,Play - Nursery Private School Co-Educational School 
Little Star English Medium School,"Vitthal Nagar, Hadapsar   Pune - 411028, Maharashtra, India",9730548053,Play - Nursery Private School Co-Educational School 
Little Star Kid Care,"Flat No 17, B-1 Wing, Sunshine Plaza, Landewadi Chowk, Landewadi-Bhosari-Pimpri Chinchwad   Pune - 411039, Maharashtra, India",9823760740,Play - Nursery Private School Co-Educational School 
Little Star Nursery School,"Survey No. 41/2, Ganesh Nagar Road, Vadgoan Sheri   Pune - 411014, Maharashtra, India",(020)-27032320,Play - Nursery Private School Co-Educational School 
Little Star School,"Shantia Bunglow, Adarsh Society, Survey No. 34/9, Residency No. 380, Dhankwadi   Pune - 411043, Maharashtra, India","9890668003, 9421000848",Play - Nursery Private School Co-Educational School 
Little Stars Nursery,"A8/3, Bramha Horizon, S.No. 601, Inside Kubera Park   Pune - 411040, Maharashtra, India","9403763054, 9371061760",Play - Nursery Private School Co-Educational School 
Little Wonders Nursery School,"Opposite Krishna Hospital, Kothrud   Pune - 411038, Maharashtra, India","9011538341, 9270635330",Play - Nursery Private School Co-Educational School 
Little World International,"Plot No. 456, Sector No. 25, R.G. Patel Marg, Behind CafÃ© Coffee Day, Nigdi, Pradhikaran   Pune - 411044, Maharashtra, India",(020)-65294259,Play - Nursery Private School Co-Educational School 
Lokseva E School,"S.No. 129/2+148/1A, Behind Swami Smarth Society, Pashan-Sus Road   Pune - 411021, Maharashtra, India",9545773388,Play - Class X CBSE Board Private School Co-Educational School 
London Kids Preschool - Mundhwa,"S.No. 21/1B Guru Kripa Society, Keshavnagar, Mundhwa Near Old Orbis School   Pune - 411036, Maharashtra, India",8669205504,Play School Private School Co-Educational School 
London Kids Preschool - Shivaji Nagar,"Model Colony, Shivaji Nagar   Pune - 411005, Maharashtra, India",7799088822,Play School Private School Co-Educational School 
London Kids Preschool - Wagholi,"D-18 Mantri Angan HSG Society, Ganesh Baug, Pingle Wasti, Near New Passport Office, Mundhwa Road   Pune - 411036, Maharashtra, India",7799088822,Play School Private School Co-Educational School 
Lotus English Medium School,"Ganraj Heights Kashinath Patilnagar, Dhankawadi   Pune - 411043, Maharashtra, India",8888861738,Nursery - Class III Private School Co-Educational School 
Lotus Garden English Medium School,"25, Satkar Apartment, Pune-Satara Road   Pune - 411028, Maharashtra, India",9371236304,Play - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Loyola High School and Junior College,"Pashan Road   Pune - 411008, Maharashtra, India","8380065790, 8380065890",Class X - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Lucky Nursery School,"Near Shree Near Gashti Pool Swami Samarth Garden, Bhawani Peth   Pune - 411042, Maharashtra, India",9659692242,Play - Nursery Private School Co-Educational School 
Magarpatta City Public School,"Magarpatta City   Pune - 411013, Maharashtra, India","(020)-26898256, 26898485Fax : (020) 26898907",Nursery - Class X ICSE/ISC Board Private School Co-Educational School Established in 2002 
Maharashtra Education Secondary School,"S. No. 1214/15, Perugate, Sadashiv Peth   Pune - 411030, Maharashtra, India",(020)-24482557,High Secondary School CBSE Board Private School Co-Educational School 
Maharashtra Mandal School,"Secretary Office, Tilak Road, Sadashiv Peth   Pune - 411030, Maharashtra, India",(020)-24477043,Class V - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Mahatma Jyotiba Phule High School,"Sadashiv Peth   Pune - 411030, Maharashtra, India",(020)-24332806,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Mahatma Phule Madhyamik Vidyalaya,"Saswad Road, Hadapsar   Pune - 411013, Maharashtra, India",(020)-26992061,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Mahavir English Medium School and Junior College,"472/A, Salisbury Park, Opposite Maharshinagar Police Station, Salisbury Park   Pune - 411037, Maharashtra, India","(020)-24267255, 24273034",Class X - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Mahindra International School,"P-26, MIDC Phase 1, Rajeev Gandhi Infotech Park, Hinjawadi   Pune - 411057, Maharashtra, India",(020)-42954444,Nursery - Class X Private School (International) Co-Educational School 
Mamas Kids Zone Day Care,"First Floor, Manjri Road, Mundhwa, Keshav Nagar   Pune - 411036, Maharashtra, India","9881228063, 9960647707, 9637112091",Play - Nursery Private School Co-Educational School 
Mansukhbhai Kothari National School,"H & M Royal, Survey No. 19, Kondhwa (Bk), Opposite Talab Factory   Pune - 411048, Maharashtra, India",(020)-26951111,Play - Class XII CBSE Board Private School Co-Educational School 
Maple Bear Canadian Preschool,"Bunglow No. 6, Sindhu Park, Near Kokane Chowk, Pimple Saudagar   Pune - 411052, Maharashtra, India","7798000711, 7798003113",Play - Kindergarten Private School Co-Educational School 
Mar Ivanios Convent High School,"No. 54, Mar Ivanios Nagar Road, Pimple Gurav   Pune - 411027, Maharashtra, India",(020)-27283559,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1987 
Maria Assunta Convent Nursery,"D.P. Road   Pune - 411001, Maharashtra, India",(020)-26052235,Play - Nursery CBSE Board Private School Co-Educational School 
Mary Matha Educational Institute,"S.No.151/16, Magarpatta City, Hadapsar   Pune - 411013, Maharashtra, India",(020)-26890674Fax : (020) 26890674,Play - Nursery Private School Co-Educational School 
Mary Matha Nursery School,"City Point, 151/16, Magarpatta Road, Hadapsar   Pune - 411028, Maharashtra, India","9423225074, 9422315367",Play - Nursery Private School Co-Educational School 
Masoom Kid Campus,"S.P. Palace, First Floor, Gangarde Nagar, Opp. Krishna Hospital, Lane No. 3, Pimple Gurav-Pimpri, Chinchwad   Pune - 411061, Maharashtra, India","8698087498, 9921215321",Play - Nursery Private School Co-Educational School 
Mastermind Global School,"Sec No. 203, Alandi Road, Laxmi Nagar, Bhosari   Pune - 411026, Maharashtra, India","7350888125, 8208187093",Nursery - Class VII CBSE Board Private School Co-Educational School 
Matoshri English Medium School,"Near Sadal Baba Darga Yerawada   Pune - 411006, Maharashtra, India","(020)-25540008, 25540009, 66051380",Nursery - Class V Private School Co-Educational School 
MCE Society's English Medium School,"2390-B, K.B. Hidayatullah Road, New Modikhana, Azam Campus, Camp   Pune - 411001, Maharashtra, India",(020)-26446522,Nursery - Class VI Private School Co-Educational School Established in 1964 
Mercedes Benz International School,"P- 26, MIDC, Phase 1, Rajeev Gandhi Infotech Park, Hinjiwadi
   Pune - 411057, Maharashtra, India",(020)-42954444,Class V - Class X Private School (International) Co-Educational School Established in 1998 
MES Bal Shikshan Mandir English Medium School,"131, Mayur Colony, Kothurd   Pune - 411038, Maharashtra, India",(020)-25435733,Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1979 
MES Balshikshan Mandir English Medium School,"131, Mayur Colony, Kothrud   Pune - 411029, Maharashtra, India",(020)-25435733,Nursery - Class X Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1979 
MES Bhave High School,"1214-1215, Sadashiv Peth   Pune - 411030, Maharashtra, India",(020)-41038100,High Secondary School Private School Co-Educational School 
MES Boys High School and Junior College,"1214,1215, Sadashivpeth   Pune - 411030, Maharashtra, India","(020)-24479466, 41038100",Class X - Class XII CBSE Board Private School Boys Only School 
MES Renuka Swaroop Memorial Girls High School,"1453-1454, Sadashiv Peth   Pune - 411030, Maharashtra, India",(020)-24471940,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Girls Only School Established in 1935 
MES Sou Vimlabai Garware High School and Junior College,"759/64-65, Prabhat Road, Deccan Gymkhana   Pune - 411004, Maharashtra, India",(020)-25440111,Class X - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1925 
Mhatob Tukaram Balwadkar Vidyalaya,"4/2/3, Balewadi Gaon, Baner   Pune - 411045, Maharashtra, India",(020)-27290487,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Mickey and Donald Play School,"Gb 3/4, Flat No. 103, Mhasulkar Colony, Above Monginis Cake Shop Ajmera Colony, Pimpri   Pune - 411018, Maharashtra, India","9822187757, 9822734770",Play School Private School Co-Educational School 
Military Farm High School,"Khadki Market Khadki   Pune - 411003, Maharashtra, India",(020)-25812656,Private School Co-Educational School 
Milkway English Medium School,"28, Vishal Nagar, Near Proton Electronic Jagtap Diary, RK Jagtap Path,
Samarth Colony, Pimple Nilakh Pimpri-Chinchwad   Pune - 411027, Maharashtra, India",9850151809,Play - Nursery Private School Co-Educational School 
Millenium National School,"18, Hillside, Karvenagar   Pune - 411052, Maharashtra, India","7798982010, 7798982020, 7798982030",Play - Class X CBSE Board Private School Co-Educational School 
Millennium National School,"18, Hill Side, Karvenagar   Pune - 411052, Maharashtra, India","7798982010, 7798982020, 7798982030",Class I - Class XI CBSE Board Private School Co-Educational School 
Mindseed Preschool - Aundh,"DP Road, Opp. Shivsagar Restaurant, Near Parihar Chowk   Pune - 411067, Maharashtra, India",7057148459,Play - Kindergarten Private School Co-Educational School 
Mindseed Preschool - Kondhwa,"Flat No. 1, Bhatnagar Manor, Next Silver Co-operative Housing Society, Off Nimb Road, Kondhwa   Pune - 411048, Maharashtra, India",8007419312,Play - Kindergarten Private School Co-Educational School 
Mindseed Preschool - Nigdi,"Sector No. 24, Savarkar Road, Near Lokmanya Hospital, Nigdi Pradhikaran   Pune - 411044, Maharashtra, India",7057635961,Play - Kindergarten Private School Co-Educational School 
Mindseed Preschool - Viman Nagar,"Next to Khalsa Sweets, Near Datta Mandir Chowk, (Opp. Konark Valentine), Viman Nagar   Pune - 411014, Maharashtra, India",8390719563,Play - Kindergarten Private School Co-Educational School 
Mindseed Preschool - Wakad,"Chandraneel Residency, Adarsh Colony, Chaudhary Park, Wakad   Pune - 411057, Maharashtra, India",7710069099,Play - Nursery Private School Co-Educational School 
Mini Mouse Kids Zone,"Vishnu Dev Nagar, Wakad, Pimpri-Chinchwad   Pune - 411057, Maharashtra, India","7387048149, 9769710054",Play - Kindergarten Private School Co-Educational School 
MITCON International School - MIS,"Opp. Chhatrapati Shivaji Sports Complex, Near Octroi Naka, Balewadi
   Pune - 411045, Maharashtra, India",9881461413,Nursery - Class X Private School (International) Co-Educational School 
Modern High School,"Jangali Maharaj Road, Shivajinagar H.O.   Pune - 411005, Maharashtra, India",(020)-25533481,High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1993 
Modern Mickies Pre-Primary School,"378, Shukrawar Peth, Shahu Chowk   Pune - 411002, Maharashtra, India",(020)-24487087,Nursery - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Modern Montessori International School,"Survey No. 23/7/1, Baner Balewadi Link Road, Near Cummins India Office, Balewadi,   Pune - 411045, Maharashtra, India","7028022228, 7028022229",Play - Nursery Private School (Montessori) Co-Educational School 
Moledina English Primary School,"1133/8, Saifee Street, Behind Victory Theatre, Camp   Pune - 411037, Maharashtra, India",(020)-26134864,Nursery - Class V Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Moledina Technical High school and Junior College,"Shankar Sheth Road, Bibwewadi, Opposite Meera Society   Pune - 411037, Maharashtra, India",(020)-26455796,Class V - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School 
Moondrop Nursery School,"1020/4, Loukik, Deep Bungalow Chowk   Pune - 411016, Maharashtra, India",(020)-25654501,Play - Nursery Private School Co-Educational School 
Morning Glory Play Group Nursery School,"261, Mukund Nagar, PMC   Pune - 411037, Maharashtra, India",(020)-24265228,Play - Nursery Private School Co-Educational School 
Morning Star Nursery School,"Plot No. 14, Sr. No. 14, Sai Park Society, Aundh-Chinchawad Road, Thergaon   Pune - 411033, Maharashtra, India","9271299171, 9860945675",Play - Nursery Private School Co-Educational School 
Mother Day Out Preschool,"Niraml Township, Sasane Nagar, Kale Padal Road, Hadapsar Behind Glider Center   Pune - 411028, Maharashtra, India",9011080917,Play - Nursery Private School Co-Educational School 
Motilal Talera English Medium School,"Sector No. 4, Plot No. 2, Sant Nagar, A/p- Boradewadi, Moshi   Pune - 411001, Maharashtra, India",(020)-20270664,Nursery - Class IV Private School Co-Educational School Established in 2014 
Mount Carmel Convent High School and Junior College,"Lullanagar   Pune - 411040, Maharashtra, India","(020)-26833252, 26830174",Nursery - Class XII Private School Girls Only School 
Mount Carmel Public School,"S.P. Palace, Near Katepuram Chowk, Gangarde Nagar, Gangarde Nagar, Lane No. 3, Pimple Gurav   Pune - 411061, Maharashtra, India",9921215321,Play - Class X Private School Co-Educational School 
Mount Litera Zee School,"Survey No. 199/2 & 3, Pink City, D.P. Road, Wakad   Pune - 411057, Maharashtra, India",7720006060,Nursery - Class X CBSE Board Private School Co-Educational School 
MSS High School,"Chinchwad, Pimpri   Pune - 411033, Maharashtra, India","9881154636, 8007492675",High Secondary School Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1982 
Muktangan English School and Junior College,"44, Vidyanagari, Parvati   Pune - 411009, Maharashtra, India",(020)-24220043,Nursery - Class XII Maharashtra State Board of Secondary and Higher Secondary Education Private School Co-Educational School Established in 1978 
